delta_v (RPM),w (rad/s),v_x (m/s)
-12.485,0.237714,0.0383814
-12.0725,0.22986,0.042646
-13.42,0.255516,0.0405137
-13.2092,0.251502,0.0405137
-10.5233,0.200364,0.0341168
-15.29,0.291121,0.0341168
-14.7858,0.281522,0.0255876
-5.18833,0.0987856,0.00852921
-2.29167,0.0436332,0
-1.88833,0.0359538,0.00852921
-3.685,0.0701622,0.021323
-10.9725,0.208916,0.0341168
-17.0592,0.324806,0.0405137
-9.88167,0.188146,0.0362491
-13.5758,0.258483,0.0341168
-17.7742,0.338419,0.0362491
-13.6125,0.259181,0.0383814
-11.9992,0.228464,0.0383814
-13.2917,0.253073,0.0405137
-14.3733,0.273668,0.0383814
-14.8683,0.283092,0.0383814
-12.265,0.233525,0.0362491
-13.5025,0.257087,0.0405137
-15.895,0.30264,0.0383814
-17.05,0.324631,0.0383814
-16.005,0.304734,0.0362491
-13.9792,0.266163,0.0405137
-7.30583,0.139103,0.0234553
-9.42333,0.17942,0.0191907
-4.36333,0.0830777,0.0021323
-0.715,0.0136136,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.00916667,-0.000174533,0
-10.7433,0.204553,0.0191907
-16.0783,0.306131,0.0383814
-8.67167,0.165108,0.0383814
-13.2092,0.251502,0.0341168
-11.715,0.223053,0.0341168
-10.1475,0.193208,0.0341168
-12.265,0.233525,0.0319845
-11.22,0.213628,0.0319845
-12.6317,0.240506,0.0362491
-13.3467,0.25412,0.0319845
-11.8342,0.225322,0.0341168
-12.87,0.245044,0.0341168
-14.7858,0.281522,0.0341168
-12.4942,0.237888,0.0341168
-12.4483,0.237016,0.0341168
-13.64,0.259705,0.0341168
-13.4475,0.25604,0.0298522
-11.6783,0.222355,0.0405137
-12.0083,0.228638,0.0383814
-14.8867,0.283441,0.0383814
-10.7525,0.204727,0.0383814
-14.4925,0.275937,0.0362491
-14.9875,0.285361,0.0341168
-12.3383,0.234921,0.0383814
-6.27917,0.119555,0.0234553
-11.7333,0.223402,0.0405137
-10.6608,0.202982,0.0341168
-11.44,0.217817,0.0405137
-11.9625,0.227765,0.0405137
-14.0892,0.268257,0.0362491
-9.5425,0.181689,0.0362491
-0.825,0.015708,0.0405137
-3.20833,0.0610865,0.0447783
0.9075,-0.0172788,0.0383814
-1.265,0.0240855,0.0511753
-1.21917,0.0232129,0.0554399
-1.60417,0.0305433,0.0469106
1.08167,-0.0205949,0.0511753
-2.37417,0.045204,0.0447783
1.815,-0.0345575,0.0511753
-1.265,0.0240855,0.0405137
0.980833,-0.018675,0.0469106
-2.2,0.0418879,0.0469106
1.50333,-0.0286234,0.042646
-1.25583,0.023911,0.0447783
0.0366667,-0.000698132,0.0469106
-1.5125,0.0287979,0.0405137
0.210833,-0.00401426,0.0447783
-1.2925,0.0246091,0.0405137
-0.165,0.00314159,0.0405137
-0.7425,0.0141372,0.0405137
-0.1925,0.00366519,0.0447783
-3.03417,0.0577704,0.042646
-0.385,0.00733038,0.0511753
0.504167,-0.00959931,0.0469106
-0.174167,0.00331613,0.0469106
-0.0916667,0.00174533,0.0469106
-0.320833,0.00610865,0.0533076
-0.650833,0.0123918,0.049043
-0.834167,0.0158825,0.0533076
-1.0725,0.0204204,0.049043
-1.41167,0.0268781,0.0533076
-0.870833,0.0165806,0.049043
0.843333,-0.016057,0.049043
-2.32833,0.0443314,0.049043
2.98833,-0.0568977,0.0469106
-2.12667,0.0404916,0.049043
2.6125,-0.0497419,0.049043
-2.27333,0.0432842,0.0469106
2.10833,-0.0401426,0.049043
-1.93417,0.0368264,0.0447783
-0.0183333,0.000349066,0.049043
5.24333,-0.0998328,0.0511753
3.905,-0.074351,0.0511753
13.4933,-0.256912,0.0533076
7.9475,-0.15132,0.049043
9.86333,-0.187797,0.0511753
6.655,-0.126711,0.0533076
10.5967,-0.20176,0.049043
13.9792,-0.266163,0.0511753
11.55,-0.219911,0.0533076
7.205,-0.137183,0.049043
5.2525,-0.100007,0.049043
-1.54,0.0293215,0.0447783
3.00667,-0.0572468,0.0554399
-2.07167,0.0394444,0.0511753
0.944167,-0.0179769,0.0661014
0.944167,-0.0179769,0.0661014
1.3475,-0.0256563,0.0575722
0.348333,-0.00663225,0.0554399
-0.834167,0.0158825,0.0575722
0.77,-0.0146608,0.0533076
-1.17333,0.0223402,0.0511753
0.0641667,-0.00122173,0.0575722
0.210833,-0.00401426,0.0554399
0.284167,-0.00541052,0.0554399
-0.119167,0.00226893,0.0533076
-0.8525,0.0162316,0.0511753
0.146667,-0.00279253,0.0554399
-0.678333,0.0129154,0.0511753
-0.128333,0.00244346,0.0554399
0.605,-0.0115192,0.0533076
-1.27417,0.0242601,0.0554399
-0.055,0.0010472,0.0597045
-0.146667,0.00279253,0.0533076
0.256667,-0.00488692,0.0575722
-0.0916667,0.00174533,0.0554399
-0.531667,0.0101229,0.049043
0.458333,-0.00872665,0.0554399
-0.7975,0.0151844,0.0533076
0.4125,-0.00785398,0.0575722
-0.430833,0.00820305,0.0511753
0.339167,-0.00645772,0.0554399
0.311667,-0.00593412,0.0575722
-1.03583,0.0197222,0.0533076
0.559167,-0.0106465,0.0554399
-0.999167,0.0190241,0.0533076
-0.5775,0.0109956,0.0554399
-0.055,0.0010472,0.0554399
-0.559167,0.0106465,0.0554399
-0.385,0.00733038,0.0554399
-0.504167,0.00959931,0.0554399
0.44,-0.00837758,0.0533076
-0.55,0.010472,0.0597045
-0.394167,0.00750492,0.0511753
1.3475,-0.0256563,0.0554399
-1.19167,0.0226893,0.0533076
0.33,-0.00628319,0.0511753
0.229167,-0.00436332,0.0554399
-1.46667,0.0279253,0.0533076
0.348333,-0.00663225,0.0575722
-1.0175,0.0193732,0.0597045
0.6875,-0.01309,0.0533076
-0.476667,0.00907571,0.0575722
-1.38417,0.0263545,0.0575722
0.2475,-0.00471239,0.0554399
-1.265,0.0240855,0.0554399
1.54,-0.0293215,0.0511753
1.32917,-0.0253073,0.0618368
-1.54,0.0293215,0.0575722
1.54917,-0.0294961,0.0554399
-0.4125,0.00785398,0.0554399
-0.980833,0.018675,0.0597045
2.31,-0.0439823,0.0575722
-1.705,0.0324631,0.0575722
2.09,-0.0397935,0.0575722
0.898333,-0.0171042,0.0575722
-1.595,0.0303687,0.0575722
2.40167,-0.0457276,0.0575722
-1.72333,0.0328122,0.0575722
0.449167,-0.00855211,0.0575722
2.7225,-0.0518363,0.0554399
-2.12667,0.0404916,0.0597045
2.38333,-0.0453786,0.0597045
-1.71417,0.0326377,0.0575722
-1.91583,0.0364774,0.0575722
2.78667,-0.053058,0.0554399
-1.85167,0.0352557,0.0618368
3.58417,-0.0682424,0.0554399
-0.275,0.00523599,0.0554399
-1.72333,0.0328122,0.0575722
2.82333,-0.0537561,0.0575722
-2.6675,0.0507891,0.0511753
-1.815,0.0345575,0.0597045
3.7675,-0.071733,0.0554399
-3.04333,0.0579449,0.0597045
-0.7975,0.0151844,0.0575722
-2.23667,0.042586,0.0554399
-2.63083,0.0500909,0.0597045
1.925,-0.0366519,0.0575722
-0.375833,0.00715585,0.0597045
-0.751667,0.0143117,0.0575722
2.1175,-0.0403171,0.0575722
-2.34667,0.0446804,0.0554399
1.09083,-0.0207694,0.0554399
-1.64083,0.0312414,0.0554399
-2.19083,0.0417134,0.0597045
1.63167,-0.0310669,0.0575722
-2.65833,0.0506145,0.0554399
-2.21833,0.042237,0.0618368
2.45667,-0.0467748,0.0618368
-0.9625,0.018326,0.0554399
1.16417,-0.0221657,0.0554399
1.14583,-0.0218166,0.0575722
5.94917,-0.113272,0.0575722
9.19417,-0.175057,0.0554399
11.935,-0.227242,0.0618368
10.1475,-0.193208,0.0682337
11.7058,-0.222879,0.0533076
10.8533,-0.206647,0.0618368
5.09667,-0.0970403,0.0597045
2.12667,-0.0404916,0.0597045
-1.13667,0.0216421,0.0575722
-1.86083,0.0354302,0.0597045
-2.79583,0.0532325,0.0575722
-1.24667,0.0237365,0.0533076
1.1275,-0.0214675,0.0639691
-0.66,0.0125664,0.0554399
-0.128333,0.00244346,0.0597045
0.5225,-0.00994838,0.0575722
0.201667,-0.00383972,0.0575722
0.0366667,-0.000698132,0.0575722
0.55,-0.010472,0.0597045
-0.210833,0.00401426,0.0597045
1.03583,-0.0197222,0.0639691
0,0,0.0575722
0.375833,-0.00715585,0.0554399
1.5125,-0.0287979,0.0575722
-0.44,0.00837758,0.0554399
0.898333,-0.0171042,0.0575722
1.11833,-0.021293,0.0597045
-0.449167,0.00855211,0.0618368
1.76917,-0.0336849,0.0597045
0.0641667,-0.00122173,0.0618368
-0.980833,0.018675,0.0575722
1.83333,-0.0349066,0.0618368
-0.339167,0.00645772,0.0597045
-1.77833,0.0338594,0.0597045
1.8975,-0.0361283,0.0597045
-0.834167,0.0158825,0.0618368
-1.00833,0.0191986,0.0575722
1.4025,-0.0267035,0.0575722
-1.69583,0.0322886,0.0618368
1.31083,-0.0249582,0.0597045
1.55833,-0.0296706,0.0618368
-0.925833,0.0176278,0.0597045
1.43,-0.0272271,0.0597045
0.3575,-0.00680678,0.0597045
-1.66833,0.031765,0.0597045
1.85167,-0.0352557,0.0597045
1.4575,-0.0277507,0.0554399
-2.035,0.0387463,0.0639691
1.90667,-0.0363028,0.0575722
1.13667,-0.0216421,0.0639691
-1.49417,0.0284489,0.0618368
0.394167,-0.00750492,0.0597045
-0.861667,0.0164061,0.0575722
-0.9075,0.0172788,0.0597045
0.119167,-0.00226893,0.0554399
0.586667,-0.0111701,0.0618368
0.0183333,-0.000349066,0.0618368
1.49417,-0.0284489,0.0575722
-0.3575,0.00680678,0.0575722
-1.69583,0.0322886,0.0597045
1.87,-0.0356047,0.0597045
-0.77,0.0146608,0.0597045
-2.26417,0.0431096,0.0597045
1.25583,-0.023911,0.0597045
-1.82417,0.0347321,0.0597045
0.256667,-0.00488692,0.0575722
1.1825,-0.0225147,0.0597045
-2.32833,0.0443314,0.0575722
-2.02583,0.0385718,0.0597045
-0.375833,0.00715585,0.0575722
-3.575,0.0680678,0.0597045
3.64833,-0.0694641,0.0618368
-0.256667,0.00488692,0.0597045
-3.08917,0.0588176,0.0597045
0.715,-0.0136136,0.0597045
2.67667,-0.0509636,0.0597045
-1.265,0.0240855,0.0618368
2.5025,-0.0476475,0.0618368
0.366667,-0.00698132,0.0639691
-0.339167,0.00645772,0.0575722
-0.0641667,0.00122173,0.0597045
0.559167,-0.0106465,0.0618368
0.348333,-0.00663225,0.0597045
1.4575,-0.0277507,0.0575722
-0.935,0.0178024,0.0618368
1.41167,-0.0268781,0.0575722
1.925,-0.0366519,0.0597045
1.19167,-0.0226893,0.0575722
-0.825,0.015708,0.0597045
1.54,-0.0293215,0.0639691
-2.31,0.0439823,0.0597045
0.00916667,-0.000174533,0.0597045
2.0075,-0.0382227,0.0597045
-2.6675,0.0507891,0.0618368
-1.705,0.0324631,0.0575722
1.4025,-0.0267035,0.0575722
-1.38417,0.0263545,0.0554399
-0.843333,0.016057,0.0575722
0.88,-0.0167552,0.0618368
-1.90667,0.0363028,0.0554399
-0.99,0.0188496,0.0554399
0.751667,-0.0143117,0.0575722
-1.46667,0.0279253,0.0575722
3.00667,-0.0572468,0.0639691
-1.82417,0.0347321,0.0597045
-1.69583,0.0322886,0.0575722
2.60333,-0.0495674,0.0575722
-0.1925,0.00366519,0.0554399
0,0,0.0554399
2.84167,-0.0541052,0.0554399
-0.99,0.0188496,0.0618368
0.0641667,-0.00122173,0.0597045
2.3375,-0.0445059,0.0618368
-1.485,0.0282743,0.0575722
1.76,-0.0335103,0.0554399
2.8325,-0.0539307,0.0639691
-1.6775,0.0319395,0.0575722
1.61333,-0.0307178,0.0554399
3.14417,-0.0598648,0.0618368
-3.14417,0.0598648,0.0639691
0.4675,-0.00890118,0.0575722
2.07167,-0.0394444,0.0618368
-1.63167,0.0310669,0.0597045
2.95167,-0.0561996,0.0618368
-1.98,0.0376991,0.0554399
-1.63167,0.0310669,0.0618368
2.71333,-0.0516617,0.0618368
-2.43833,0.0464258,0.0597045
-1.3475,0.0256563,0.0597045
1.30167,-0.0247837,0.0618368
-1.90667,0.0363028,0.0575722
-0.0733333,0.00139626,0.0575722
2.98833,-0.0568977,0.0575722
-1.485,0.0282743,0.0554399
1.11833,-0.021293,0.0597045
2.90583,-0.0553269,0.0575722
-0.5225,0.00994838,0.0618368
-2.53,0.0481711,0.0597045
2.86,-0.0544543,0.0618368
-2.64917,0.05044,0.0575722
2.4475,-0.0466003,0.0575722
3.1075,-0.0591667,0.0618368
-3.41917,0.0651008,0.0597045
1.05417,-0.0200713,0.0575722
-3.52,0.0670206,0.0661014
-0.733333,0.0139626,0.0575722
2.32833,-0.0443314,0.0554399
-3.1075,0.0591667,0.0639691
-0.2475,0.00471239,0.0405137
2.60333,-0.0495674,0.0127938
7.16833,-0.136485,0.0191907
13.255,-0.252375,0.0191907
7.37,-0.140324,0.0106615
8.8825,-0.169122,0.0191907
8.4975,-0.161792,0.0149261
7.77333,-0.148004,0.0149261
8.085,-0.153938,0.0191907
9.1575,-0.174358,0.0170584
2.65833,-0.0506145,0.0106615
0.458333,-0.00872665,0.00639691
2.52083,-0.0479966,0
0,0,0
-0.531667,0.0101229,0
0.1925,-0.00366519,0
0.284167,-0.00541052,0
1.27417,-0.0242601,0.0021323
2.74083,-0.0521853,0.00639691
1.77833,-0.0338594,0.0042646
-0.5225,0.00994838,0.0042646
-0.5225,0.00994838,0.0042646
2.62167,-0.0499164,0
2.3375,-0.0445059,0.00639691
1.65917,-0.0315905,0.0106615
2.73167,-0.0520108,0.0234553
0.595833,-0.0113446,0.0362491
-1.14583,0.0218166,0.0341168
2.70417,-0.0514872,0.0319845
-2.1725,0.0413643,0.042646
1.6775,-0.0319395,0.042646
3.19,-0.0607375,0.0383814
-2.1725,0.0413643,0.0405137
3.14417,-0.0598648,0.0341168
3.14417,-0.0598648,0.0341168
-0.0825,0.0015708,0.0383814
0.8525,-0.0162316,0.042646
-1.43917,0.0274017,0.0405137
3.36417,-0.0640536,0.0383814
-1.38417,0.0263545,0.042646
0.229167,-0.00436332,0.0405137
-2.31917,0.0441568,0.042646
0.733333,-0.0139626,0.0447783
-2.30083,0.0438078,0.0362491
0.66,-0.0125664,0.0383814
1.42083,-0.0270526,0.0362491
-1.03583,0.0197222,0.042646
2.6125,-0.0497419,0.0362491
2.6125,-0.0497419,0.0362491
1.0175,-0.0193732,0.0469106
-1.75083,0.0333358,0.042646
2.4475,-0.0466003,0.0405137
-1.54917,0.0294961,0.0447783
0.8525,-0.0162316,0.049043
-2.07167,0.0394444,0.0447783
-0.0825,0.0015708,0.0447783
-1.485,0.0282743,0.042646
0.458333,-0.00872665,0.0469106
-1.8975,0.0361283,0.042646
0.55,-0.010472,0.0362491
5.27083,-0.100356,0.00852921
8.7725,-0.167028,0.00639691
5.48167,-0.104371,0.00852921
4.565,-0.0869174,0.0127938
7.62667,-0.145211,0.0127938
6.88417,-0.131074,0.0277199
5.1975,-0.0989602,0.0234553
2.76833,-0.0527089,0.0447783
0.385,-0.00733038,0.0405137
0.605,-0.0115192,0.042646
1.54917,-0.0294961,0.0447783
6.69167,-0.127409,0.049043
3.26333,-0.0621337,0.049043
1.595,-0.0303687,0.0447783
-0.861667,0.0164061,0.0469106
2.37417,-0.045204,0.0383814
0.843333,-0.016057,0.0469106
3.52,-0.0670206,0.0405137
1.1275,-0.0214675,0.049043
0.669167,-0.0127409,0.0447783
0.779167,-0.0148353,0.0469106
0.2475,-0.00471239,0.042646
0.2475,-0.00471239,0.042646
1.09083,-0.0207694,0.042646
2.89667,-0.0551524,0.0447783
-0.815833,0.0155334,0.0447783
2.805,-0.0534071,0.0447783
-0.77,0.0146608,0.0447783
4.52833,-0.0862193,0.0469106
-2.54833,0.0485202,0.0469106
2.34667,-0.0446804,0.0469106
-2.04417,0.0389208,0.049043
3.0525,-0.0581195,0.0469106
-0.788333,0.0150098,0.0469106
3.5475,-0.0675442,0.042646
-0.595833,0.0113446,0.049043
0.614167,-0.0116937,0.0469106
-0.394167,0.00750492,0.0511753
2.26417,-0.0431096,0.049043
1.1,-0.020944,0.049043
-0.0916667,0.00174533,0.0447783
1.06333,-0.0202458,0.0554399
0.0641667,-0.00122173,0.0469106
1.72333,-0.0328122,0.0533076
1.22833,-0.0233874,0.049043
0.476667,-0.00907571,0.0533076
2.64917,-0.05044,0.049043
-2.64917,0.05044,0.049043
4.88583,-0.093026,0.0511753
-2.68583,0.0511381,0.049043
3.48333,-0.0663225,0.0447783
-2.24583,0.0427606,0.0554399
2.62167,-0.0499164,0.0469106
-1.43,0.0272271,0.049043
4.61083,-0.0877901,0.049043
0.7975,-0.0151844,0.0554399
-1.9525,0.0371755,0.0533076
2.89667,-0.0551524,0.0511753
-1.22833,0.0233874,0.0554399
1.58583,-0.0301942,0.0447783
0.3575,-0.00680678,0.0554399
-0.0183333,0.000349066,0.0511753
1.08167,-0.0205949,0.049043
0.0641667,-0.00122173,0.049043
0.385,-0.00733038,0.0511753
0.495,-0.00942478,0.0511753
-1.46667,0.0279253,0.0511753
2.62167,-0.0499164,0.0575722
-0.55,0.010472,0.0511753
3.50167,-0.0666716,0.049043
-0.0825,0.0015708,0.0533076
-2.2275,0.0424115,0.0554399
2.48417,-0.0472984,0.0533076
-0.210833,0.00401426,0.0511753
2.87833,-0.0548033,0.049043
-2.6125,0.0497419,0.0511753
-1.09083,0.0207694,0.0533076
-0.7975,0.0151844,0.0511753
2.01667,-0.0383972,0.0533076
3.47417,-0.066148,0.0469106
-1.98917,0.0378736,0.0533076
2.93333,-0.0558505,0.0511753
0.870833,-0.0165806,0.0511753
0.229167,-0.00436332,0.049043
1.77833,-0.0338594,0.0511753
0.669167,-0.0127409,0.0575722
1.11833,-0.021293,0.0533076
0.696667,-0.0132645,0.0575722
0.284167,-0.00541052,0.0575722
0.559167,-0.0106465,0.0533076
0.623333,-0.0118682,0.0554399
0.586667,-0.0111701,0.0533076
1.9525,-0.0371755,0.0554399
0.916667,-0.0174533,0.0533076
0.696667,-0.0132645,0.049043
4.07917,-0.0776672,0.0575722
-2.13583,0.0406662,0.0511753
4.06083,-0.0773181,0.0554399
-2.695,0.0513127,0.0554399
3.135,-0.0596903,0.0533076
4.55583,-0.0867429,0.0554399
-3.4925,0.066497,0.0575722
2.60333,-0.0495674,0.049043
0.458333,-0.00872665,0.0597045
1.20083,-0.0228638,0.0533076
5.72,-0.108909,0.0575722
-2.35583,0.044855,0.0597045
4.2075,-0.0801106,0.0554399
-2.6675,0.0507891,0.0575722
-1.595,0.0303687,0.0575722
-0.229167,0.00436332,0.0575722
-1.21,0.0230383,0.0554399
1.2375,-0.0235619,0.0554399
1.2375,-0.0235619,0.0554399
0.119167,-0.00226893,0.0533076
0.00916667,-0.000174533,0.0533076
0.33,-0.00628319,0.0575722
-0.531667,0.0101229,0.0575722
-0.22,0.00418879,0.0533076
1.5675,-0.0298451,0.0554399
-0.696667,0.0132645,0.0597045
2.60333,-0.0495674,0.0575722
0.265833,-0.00506145,0.0597045
1.65917,-0.0315905,0.0575722
2.23667,-0.042586,0.0533076
-1.8425,0.0350811,0.0554399
2.97917,-0.0567232,0.0618368
2.5025,-0.0476475,0.0597045
-2.53917,0.0483456,0.0575722
2.6675,-0.0507891,0.0575722
-1.815,0.0345575,0.0533076
-8.69,0.165457,0.049043
-7.535,0.143466,0.0554399
-7.63583,0.145386,0.0575722
-9.23083,0.175755,0.0575722
-7.08583,0.134914,0.0533076
-8.75417,0.166679,0.0597045
-12.6042,0.239983,0.0554399
-11.9258,0.227067,0.0575722
-10.78,0.205251,0.049043
-12.0083,0.228638,0.0533076
-9.41417,0.179245,0.0554399
-7.7275,0.147131,0.0554399
-14.8683,0.283092,0.0533076
-10.45,0.198968,0.0618368
-8.67167,0.165108,0.0533076
-6.05917,0.115366,0.0533076
0.458333,-0.00872665,0.0575722
1.1275,-0.0214675,0.0597045
-1.265,0.0240855,0.0597045
4.51917,-0.0860447,0.0575722
4.76667,-0.0907571,0.0575722
-3.00667,0.0572468,0.0597045
4.785,-0.0911062,0.0618368
-4.24417,0.0808087,0.0575722
5.29833,-0.10088,0.0597045
-0.605,0.0115192,0.0618368
-2.805,0.0534071,0.0618368
2.6125,-0.0497419,0.0575722
-3.30917,0.0630064,0.0575722
2.86,-0.0544543,0.0597045
2.10833,-0.0401426,0.0618368
-2.93333,0.0558505,0.0618368
3.04333,-0.0579449,0.0575722
3.15333,-0.0600393,0.0639691
-2.7225,0.0518363,0.0597045
0.0916667,-0.00174533,0.0554399
3.06167,-0.058294,0.0597045
3.06167,-0.058294,0.0597045
3.53833,-0.0673697,0.0554399
1.05417,-0.0200713,0.0597045
-1.13667,0.0216421,0.0597045
1.8425,-0.0350811,0.0597045
-0.4675,0.00890118,0.0597045
0.7425,-0.0141372,0.0575722
3.51083,-0.0668461,0.0597045
-2.57583,0.0490438,0.0597045
1.97083,-0.0375246,0.0575722
3.94167,-0.0750492,0.0597045
-3.00667,0.0572468,0.0575722
4.21667,-0.0802851,0.0597045
1.54,-0.0293215,0.0618368
-3.06167,0.058294,0.0618368
2.2,-0.0418879,0.0618368
-2.64917,0.05044,0.0597045
-0.971667,0.0185005,0.0618368
2.86917,-0.0546288,0.0554399
-2.43833,0.0464258,0.0575722
1.46667,-0.0279253,0.0575722
1.98,-0.0376991,0.0597045
-3.55667,0.0677188,0.0639691
0.100833,-0.00191986,0.0575722
0.6875,-0.01309,0.0618368
-1.68667,0.0321141,0.0597045
1.32,-0.0251327,0.0575722
-0.7425,0.0141372,0.0597045
-0.7975,0.0151844,0.0597045
0.944167,-0.0179769,0.0554399
-0.476667,0.00907571,0.0597045
-0.705833,0.013439,0.0597045
1.47583,-0.0280998,0.0597045
-0.889167,0.0169297,0.0618368
-0.311667,0.00593412,0.0597045
1.25583,-0.023911,0.0554399
-0.77,0.0146608,0.0597045
1.25583,-0.023911,0.0618368
1.52167,-0.0289725,0.0533076
-1.43,0.0272271,0.0575722
1.09083,-0.0207694,0.0661014
2.42,-0.0460767,0.0575722
-2.3375,0.0445059,0.0618368
2.915,-0.0555015,0.0575722
2.57583,-0.0490438,0.0597045
-1.8425,0.0350811,0.0597045
2.10833,-0.0401426,0.0597045
1.16417,-0.0221657,0.0554399
-2.365,0.0450295,0.0618368
3.30917,-0.0630064,0.0597045
-0.953333,0.0181514,0.0597045
-1.36583,0.0260054,0.0618368
2.255,-0.0429351,0.0511753
-3.00667,0.0572468,0.0554399
-0.586667,0.0111701,0.0597045
-0.385,0.00733038,0.0618368
-1.65917,0.0315905,0.0618368
-0.540833,0.0102974,0.0597045
2.68583,-0.0511381,0.0597045
-2.035,0.0387463,0.0597045
0,0,0.0575722
-0.0275,0.000523599,0.0618368
-2.30083,0.0438078,0.0575722
1.31083,-0.0249582,0.0554399
-1.65,0.0314159,0.0639691
-0.999167,0.0190241,0.0597045
1.4575,-0.0277507,0.0597045
0.6875,-0.01309,0.0575722
-0.055,0.0010472,0.0597045
1.2925,-0.0246091,0.0597045
0.210833,-0.00401426,0.0554399
2.3375,-0.0445059,0.0554399
-0.495,0.00942478,0.0575722
-0.394167,0.00750492,0.0597045
-0.0275,0.000523599,0.0575722
1.32,-0.0251327,0.0575722
-1.02667,0.0195477,0.0597045
0.403333,-0.00767945,0.0597045
-0.751667,0.0143117,0.0597045
-2.035,0.0387463,0.0575722
2.29167,-0.0436332,0.0575722
-1.49417,0.0284489,0.0575722
1.33833,-0.0254818,0.0554399
1.97083,-0.0375246,0.0575722
0.0825,-0.0015708,0.0618368
1.61333,-0.0307178,0.0554399
1.86083,-0.0354302,0.0597045
-1.13667,0.0216421,0.0597045
-0.238333,0.00453786,0.0597045
1.5125,-0.0287979,0.0575722
-0.705833,0.013439,0.0639691
-0.8525,0.0162316,0.0575722
0.6325,-0.0120428,0.0575722
-0.614167,0.0116937,0.0597045
-0.3575,0.00680678,0.0533076
0.146667,-0.00279253,0.0618368
-0.669167,0.0127409,0.0618368
0.715,-0.0136136,0.0575722
-0.825,0.015708,0.0639691
0.751667,-0.0143117,0.0597045
0.293333,-0.00558505,0.0575722
-1.27417,0.0242601,0.0618368
0.403333,-0.00767945,0.0597045
-0.33,0.00628319,0.0597045
-1.045,0.0198968,0.0618368
0.751667,-0.0143117,0.0597045
-0.696667,0.0132645,0.0618368
-0.44,0.00837758,0.0618368
0.623333,-0.0118682,0.0597045
-0.9075,0.0172788,0.0618368
0.0275,-0.000523599,0.0597045
0.7975,-0.0151844,0.0554399
0.421667,-0.00802851,0.0575722
0.1375,-0.00261799,0.0575722
0.0183333,-0.000349066,0.0575722
-0.825,0.015708,0.0618368
-0.531667,0.0101229,0.0575722
0.7975,-0.0151844,0.0575722
0.293333,-0.00558505,0.0597045
-0.00916667,0.000174533,0.0575722
1.28333,-0.0244346,0.0618368
0.4125,-0.00785398,0.0618368
-0.22,0.00418879,0.0597045
0.8525,-0.0162316,0.0618368
-1.485,0.0282743,0.0597045
0.348333,-0.00663225,0.0554399
1.045,-0.0198968,0.0575722
0.0183333,-0.000349066,0.0618368
0.33,-0.00628319,0.0597045
1.30167,-0.0247837,0.0597045
-0.760833,0.0144862,0.0575722
-1.06333,0.0202458,0.0618368
0.00916667,-0.000174533,0.0597045
-1.19167,0.0226893,0.0575722
1.705,-0.0324631,0.0533076
-1.32917,0.0253073,0.0597045
-1.00833,0.0191986,0.0597045
1.52167,-0.0289725,0.0597045
-1.14583,0.0218166,0.0639691
-0.485833,0.00925025,0.0597045
0.806667,-0.0153589,0.0575722
-0.623333,0.0118682,0.0575722
0.229167,-0.00436332,0.0597045
0.0641667,-0.00122173,0.0575722
-0.1925,0.00366519,0.0575722
0.669167,-0.0127409,0.0639691
0.0641667,-0.00122173,0.0618368
-0.128333,0.00244346,0.0575722
0.4675,-0.00890118,0.0639691
-0.348333,0.00663225,0.0597045
-0.66,0.0125664,0.0661014
0.3575,-0.00680678,0.0618368
-0.320833,0.00610865,0.0575722
-1.1275,0.0214675,0.0618368
0.889167,-0.0169297,0.0575722
-1.16417,0.0221657,0.0597045
-0.788333,0.0150098,0.0597045
0.5775,-0.0109956,0.0554399
-1.21917,0.0232129,0.0597045
-0.9625,0.018326,0.0639691
0.678333,-0.0129154,0.0575722
-1.68667,0.0321141,0.0597045
-0.705833,0.013439,0.0618368
0.0641667,-0.00122173,0.0575722
0.705833,-0.013439,0.0597045
-0.559167,0.0106465,0.0597045
-0.293333,0.00558505,0.0618368
0.751667,-0.0143117,0.0618368
0.751667,-0.0143117,0.0618368
1.10917,-0.0211185,0.0597045
-1.30167,0.0247837,0.0618368
-1.155,0.0219911,0.0661014
0.4125,-0.00785398,0.0597045
-1.41167,0.0268781,0.0597045
0.403333,-0.00767945,0.0597045
-0.366667,0.00698132,0.0618368
-0.889167,0.0169297,0.0597045
0.293333,-0.00558505,0.0597045
0.174167,-0.00331613,0.0597045
-0.22,0.00418879,0.0597045
0.238333,-0.00453786,0.0597045
0.100833,-0.00191986,0.0618368
-0.9625,0.018326,0.0618368
-0.0275,0.000523599,0.0618368
-0.0825,0.0015708,0.0597045
-0.0825,0.0015708,0.0597045
0.22,-0.00418879,0.0554399
0.00916667,-0.000174533,0.0554399
-0.3025,0.00575959,0.0575722
-0.4675,0.00890118,0.0618368
0.980833,-0.018675,0.0597045
-1.3475,0.0256563,0.0618368
-0.0366667,0.000698132,0.0597045
0.504167,-0.00959931,0.0661014
-1.42083,0.0270526,0.0618368
-0.5775,0.0109956,0.0597045
1.1,-0.020944,0.0575722
-1.32,0.0251327,0.0597045
0.568333,-0.010821,0.0575722
0.265833,-0.00506145,0.0575722
-0.788333,0.0150098,0.0639691
-0.100833,0.00191986,0.0597045
-0.385,0.00733038,0.0618368
-0.394167,0.00750492,0.0618368
